order_id,customer_id,order_date,status,total_amount
169,162,2025-11-05 20:04:22,Returned,579202.23
170,9912,2025-11-25 04:50:20,Completed,589059.72
171,8434,2024-11-27 02:05:28,Returned,58902.75
172,6464,2025-05-13 01:16:47,Completed,137555.18
173,5353,2024-03-18 03:04:29,Completed,328092.34
174,1938,2025-09-07 05:20:19,Returned,495814.39
175,515,2025-08-26 00:12:00,Completed,648024.81
176,6529,2024-07-09 01:48:10,Completed,352019.25
177,7516,2024-09-19 00:40:29,Completed,92774.95
178,6500,2024-02-03 11:40:02,Completed,650574.95
179,4750,2024-11-18 23:16:51,Cancelled,18825.08
180,9861,2024-04-07 09:06:53,Completed,609159.08
181,297,2024-02-20 12:48:09,Returned,2287.56
182,8919,2024-02-16 20:55:17,Completed,580959.51
183,4433,2025-02-15 04:06:02,Cancelled,311324.06
184,4140,2024-08-12 13:02:21,Completed,531748.62
185,8522,2024-01-26 18:15:20,Completed,121064.21
186,3629,2024-03-01 02:35:24,Completed,536422.31
187,9115,2024-09-07 22:36:49,Cancelled,676078.18
188,9391,2025-11-03 23:45:34,Cancelled,45790.97
189,3113,2025-01-07 21:06:25,Returned,350767.51
190,675,2025-10-17 19:51:39,Completed,533104.24
191,7905,2025-04-21 13:23:36,Completed,958845.63
192,8862,2025-11-22 06:57:25,Cancelled,327607.03
193,3883,2025-03-28 00:02:39,Cancelled,231612.24
194,9749,2025-01-20 13:55:41,Pending,74882.84
195,7762,2025-12-18 02:14:31,Completed,297636.36
196,1737,2025-05-21 02:54:10,Cancelled,253060.01
197,5696,2024-01-14 17:14:04,Completed,111382.85
198,3876,2024-11-02 13:26:22,Completed,418634.7
199,2448,2024-04-15 14:15:27,Completed,355971.28
200,6072,2025-07-04 18:31:20,Completed,223384.61
201,775,2025-04-22 18:49:34,Completed,1023404.95
202,3488,2025-11-17 20:04:40,Completed,690539.54
203,5652,2025-02-10 13:52:41,Pending,43582.95
204,6396,2024-02-19 22:33:20,Returned,716599.54
205,6608,2024-01-29 20:54:13,Completed,327693.1
206,9703,2025-03-14 07:53:44,Returned,1213177.31
207,9773,2025-04-20 04:31:52,Completed,240345.39
208,3331,2025-01-05 23:22:03,Completed,610610.86
209,5857,2025-05-14 02:19:18,Completed,910283.65
210,4797,2024-10-01 19:38:45,Completed,59179.41
211,9142,2024-05-22 20:48:21,Completed,730167.68
212,9263,2025-11-04 14:52:25,Completed,1019621.61
213,7181,2024-11-24 06:48:02,Cancelled,504909.51
214,4821,2025-02-16 10:05:15,Completed,845960.78
215,7354,2024-11-03 07:38:32,Cancelled,59923.77
216,849,2024-11-20 23:31:51,Cancelled,489634.18
217,7862,2025-12-25 12:15:11,Pending,353657.57
218,320,2024-10-17 15:01:08,Pending,777566.92
219,1939,2024-02-08 12:56:19,Cancelled,585987.29
220,7735,2025-02-18 07:16:35,Completed,51470.55
221,6791,2024-06-15 13:08:58,Pending,677473.36
222,573,2024-11-21 06:01:24,Completed,819125.53
223,1852,2025-03-05 00:27:17,Pending,479360.83
224,3344,2024-03-13 04:34:54,Completed,947679.56
225,6101,2025-08-15 11:37:36,Pending,561259.96
226,2014,2024-10-30 22:58:55,Completed,122564.2
227,3784,2025-03-08 18:05:11,Completed,351538.42
228,4844,2025-12-23 08:14:49,Completed,46965.17
229,4130,2025-09-20 18:37:06,Completed,400477.19
230,9855,2025-06-07 05:08:10,Cancelled,348573.28
231,709,2025-12-25 13:41:18,Completed,108507.35
232,7930,2024-05-07 08:25:02,Completed,451981.45
233,5619,2024-03-29 07:43:12,Completed,754911.82
234,9153,2024-08-13 22:58:04,Completed,565791.31
235,6132,2024-02-02 14:25:05,Completed,691841.92
236,4930,2024-12-09 17:15:29,Completed,479332.95
237,6191,2024-06-24 13:36:20,Completed,512842.66
238,2066,2024-12-31 20:54:08,Completed,28258.06
239,5302,2024-06-01 05:02:51,Completed,265469.49
240,9788,2024-02-11 21:05:00,Completed,4461.98
241,7827,2025-02-12 03:10:45,Completed,755854.49
242,5168,2025-06-16 18:10:12,Completed,1012528.57
243,2921,2024-12-18 03:33:26,Completed,5162.08
244,2963,2024-03-05 06:42:12,Completed,868440.77
245,9978,2025-12-18 07:50:35,Completed,343233.39
246,5436,2024-08-05 22:16:08,Completed,369009.37
247,3531,2025-08-08 23:33:24,Pending,695815.72
248,4832,2024-06-02 13:04:52,Completed,338595.54
249,482,2025-03-25 09:12:48,Completed,531062.98
250,8175,2024-01-14 21:29:58,Completed,1015110.68
251,7871,2024-05-31 11:16:00,Completed,876917.93
252,4974,2025-04-25 21:15:00,Cancelled,849032.08
253,4728,2024-01-08 18:38:00,Pending,520722.52
254,5336,2025-04-13 04:28:56,Completed,166966.22
255,9786,2025-11-25 03:02:13,Completed,575656.26
256,9844,2024-04-30 10:24:45,Completed,654883.01
257,5346,2024-01-21 07:46:18,Completed,352785.32
258,1580,2025-12-10 11:12:42,Returned,258232.64
259,3798,2024-02-10 10:15:55,Cancelled,342150.44
260,3691,2024-09-22 02:05:29,Completed,517954.58
261,101,2025-10-18 17:37:01,Completed,171781.15
262,1341,2025-09-05 23:29:02,Completed,490255.49
263,4710,2025-07-27 22:40:54,Completed,148830.12
264,5697,2025-05-31 11:47:38,Completed,310295.65
265,1666,2024-10-30 19:36:11,Completed,162756.99
266,9764,2024-05-17 13:03:17,Completed,331761.57
267,55,2024-11-04 23:36:15,Pending,524409.21
268,4082,2025-09-10 08:13:09,Completed,417322.05
269,2093,2024-01-31 17:30:19,Pending,18558.23
270,3029,2025-01-09 16:08:13,Completed,325562.28
271,1114,2024-01-06 15:33:34,Pending,860860.29
272,7739,2025-05-06 06:29:40,Completed,298895.55
273,2346,2024-05-17 16:34:37,Pending,891007.69
274,7591,2025-05-21 09:38:04,Completed,1268642.81
275,2574,2025-12-27 19:36:00,Completed,805192.78
276,4436,2024-08-09 00:18:29,Cancelled,137686.23
277,8939,2025-01-17 11:42:13,Pending,447501.23
278,4037,2024-08-09 16:32:51,Cancelled,34492.43
279,5678,2025-02-02 23:25:35,Cancelled,1162967.64
280,5260,2025-10-03 01:10:08,Pending,1066756.04
281,5264,2024-09-10 11:54:31,Cancelled,407233.92
282,5321,2025-11-24 11:13:57,Completed,520325.01
283,2965,2025-05-22 09:57:43,Cancelled,776179.02
284,5002,2024-12-14 15:48:13,Completed,85674.15
285,5674,2025-04-29 10:38:07,Completed,502681.91
286,5123,2025-02-10 13:32:51,Completed,372828.42
287,6654,2025-07-10 08:11:23,Completed,167907.88
288,8231,2025-02-18 23:20:54,Completed,730153.4
289,8016,2025-10-16 20:49:58,Completed,689124.74
290,1377,2025-02-15 09:23:25,Completed,37127.83
291,1091,2025-04-23 11:54:27,Completed,103121.46
292,5505,2024-05-13 10:16:46,Completed,600321.31
293,8669,2024-02-19 00:28:26,Returned,588992.69
294,773,2024-06-28 10:49:58,Completed,213682.26
295,5055,2024-05-10 16:11:17,Cancelled,626486.85
296,1520,2024-12-24 17:26:14,Completed,701080.24
297,7344,2024-06-26 09:54:37,Completed,85017.12
298,5035,2025-02-17 22:53:51,Completed,80370.6
299,7727,2024-04-01 00:50:41,Completed,666641.05
300,5999,2025-11-22 02:17:27,Pending,117101.88
301,3520,2024-09-13 10:54:00,Completed,268921.98
302,2313,2025-12-30 13:32:32,Completed,655004.98
303,7183,2024-05-15 05:40:26,Returned,834711.59
304,8666,2024-04-28 14:05:21,Pending,266796.66
305,4847,2025-04-07 23:15:19,Completed,392319.28
306,7558,2025-09-01 11:18:43,Completed,323399.48
307,5840,2025-10-03 17:05:50,Cancelled,411473.27
308,4920,2024-06-09 22:43:55,Pending,432713.67
309,9357,2024-05-14 07:28:34,Completed,823251.3
310,3268,2024-04-15 00:00:44,Completed,714543.62
311,4742,2025-03-22 12:51:15,Returned,1025680.9
312,9881,2024-12-18 06:06:41,Completed,847200.92
313,601,2025-06-04 21:16:54,Completed,66052.37
314,3791,2025-06-11 09:30:21,Completed,62380.99
315,8365,2024-05-15 15:47:00,Cancelled,565064.74
316,497,2025-08-21 17:46:24,Completed,892069.84
317,3199,2024-09-11 17:52:27,Completed,341143.52
318,8682,2024-07-17 18:44:08,Completed,484500.56
319,6903,2024-01-29 20:56:54,Completed,194084.7
320,1125,2024-03-28 02:19:18,Pending,112223.58
321,3294,2024-08-18 11:10:08,Completed,1128553.5
322,8539,2025-04-05 07:57:44,Cancelled,277003.75
323,2986,2025-06-04 23:59:44,Completed,367744.46
324,614,2025-10-24 22:13:36,Cancelled,744238.3
325,7774,2025-06-09 01:01:48,Cancelled,482057.83
326,8765,2024-07-12 06:22:05,Completed,751587.94
327,9123,2025-03-03 17:11:11,Completed,471690.72
328,5778,2025-06-15 05:28:29,Returned,967176.88
329,2853,2025-10-18 22:03:15,Completed,1027940.3
330,8902,2025-11-24 13:12:00,Completed,1120143.14
331,3217,2024-08-17 16:59:08,Completed,277290.96
332,4674,2025-01-15 01:16:00,Returned,111044.38
333,9091,2025-08-21 17:47:42,Completed,321584.94
334,3014,2025-11-17 02:33:27,Completed,1374358.04
335,1026,2024-10-12 16:48:43,Completed,585526.84
336,2975,2024-08-14 12:35:00,Completed,535099.08
337,7294,2024-07-01 07:34:51,Pending,1102102.06
338,5010,2025-05-12 18:56:30,Completed,296667.53
339,5353,2024-03-07 06:26:04,Returned,966668.15
340,3485,2025-01-27 21:54:46,Completed,335887.53
341,3710,2025-02-21 02:30:01,Completed,505924.43
342,8387,2024-11-08 02:26:15,Completed,599517.44
343,1664,2025-09-03 14:25:02,Cancelled,826794.56
344,9250,2024-08-29 18:47:35,Returned,699800.71
345,1760,2024-10-07 09:40:07,Completed,870833.01
346,6961,2025-04-11 03:40:52,Pending,293753.17
347,7838,2024-07-27 08:49:54,Completed,302904.96
348,4793,2024-12-19 00:53:58,Completed,386682.34
349,6251,2025-02-28 03:38:07,Completed,230266.79
350,1436,2024-02-10 11:26:21,Pending,1177278.42
351,7852,2024-02-14 14:34:57,Completed,259224.78
352,6208,2025-01-04 08:55:51,Completed,931669.72
353,9708,2025-09-24 05:53:17,Returned,537174.71
354,6513,2025-05-03 16:39:22,Cancelled,195175.07
355,1070,2025-10-07 13:51:36,Completed,267589.58
356,3678,2025-10-06 19:25:58,Completed,306800.46
357,6489,2025-03-21 19:56:02,Completed,289298.57
358,9629,2024-05-14 21:59:44,Cancelled,1415805.53
359,9431,2025-07-26 00:20:27,Completed,620929.23
360,6162,2024-07-28 09:38:24,Pending,353088.95
361,7046,2025-08-08 06:39:08,Completed,1067956.37
362,5595,2024-11-28 19:52:59,Completed,263011.68
363,9988,2024-06-17 07:18:12,Cancelled,504659.96
364,9423,2024-11-06 12:29:59,Cancelled,300931.36
365,476,2024-11-15 07:17:27,Pending,865164.74
366,606,2025-04-09 23:42:09,Completed,97503.53
367,791,2025-10-11 05:07:37,Cancelled,528286.39
368,9758,2025-02-10 09:54:58,Cancelled,1577334.35
369,5576,2024-07-07 02:35:54,Completed,305722.72
370,3734,2025-01-06 07:19:40,Cancelled,116188.36
371,278,2025-10-16 05:03:50,Cancelled,479406.98
372,3834,2024-09-29 03:40:29,Returned,689835.09
373,5577,2024-10-06 05:06:53,Completed,167660.48
374,1560,2025-05-10 22:58:15,Pending,754870.6
375,1393,2025-05-19 12:48:51,Cancelled,294459.82
376,9740,2024-10-10 21:30:13,Completed,367679.77
377,8554,2025-05-18 13:38:04,Completed,457944.1
378,4711,2024-01-14 06:10:19,Completed,614406.02
379,4831,2024-08-05 14:14:20,Completed,749213.32
380,4538,2025-10-07 21:45:36,Pending,70673.64
381,8432,2025-12-14 02:52:54,Returned,766155.83
382,8466,2024-09-18 02:53:02,Completed,171055.6
383,7501,2025-02-26 15:46:35,Cancelled,938846.03
384,6074,2024-07-08 12:39:09,Completed,288818.91
385,2797,2025-02-23 04:02:17,Cancelled,55465.22
386,6078,2025-01-17 19:09:39,Returned,1425985.18
387,8033,2024-10-07 07:06:30,Completed,593377.67
388,9356,2024-01-31 01:16:47,Completed,1745978.99
389,8519,2024-01-11 13:43:36,Completed,625736.95
390,8493,2025-11-10 05:55:40,Pending,740008.32
391,1822,2025-07-30 01:59:23,Returned,254611.62
392,9705,2025-01-23 04:58:30,Completed,897496.16
393,2936,2025-08-03 17:42:35,Completed,236414.31
394,1171,2024-12-27 00:00:37,Completed,712708.46
395,9566,2024-01-25 08:22:57,Completed,222634.62
396,8828,2025-04-24 07:03:54,Cancelled,131352.95
397,1213,2025-03-27 07:41:28,Returned,560542.89
398,2256,2024-02-12 02:34:41,Completed,831256.72
399,8665,2025-07-22 08:43:45,Cancelled,419669.73
400,3073,2024-05-26 05:53:13,Pending,798157.44
401,9969,2024-03-30 18:22:21,Returned,316939.14
402,7404,2024-12-10 17:02:41,Completed,273546.94
403,7572,2025-09-05 06:10:05,Completed,814909.07
404,5377,2024-04-22 11:27:50,Returned,346304.05
405,9513,2024-03-14 18:44:18,Cancelled,60173.27
406,4903,2025-05-04 10:50:03,Completed,1088472.46
407,5386,2025-11-13 14:16:26,Returned,905610.33
408,1621,2024-03-01 10:21:14,Returned,645555.76
409,4357,2025-09-08 09:46:32,Returned,113705.35
410,3377,2024-06-25 07:59:00,Completed,241464.65
411,8133,2025-08-17 21:07:16,Returned,718011.77
412,2620,2024-10-08 14:47:27,Cancelled,753411.39
413,6410,2025-04-01 08:54:59,Cancelled,618098.64
414,1718,2025-07-02 20:13:38,Completed,85526.74
415,2986,2025-01-23 14:43:04,Pending,500181.61
416,3566,2024-01-02 20:04:54,Pending,833467.05
417,487,2024-08-07 14:53:51,Completed,373549.29
418,8654,2024-05-29 20:46:25,Cancelled,376083.05
419,5599,2024-06-11 16:56:56,Returned,57618.31
420,7118,2024-07-02 16:14:42,Returned,682313.44
421,8788,2024-03-26 10:23:10,Completed,138298.99
422,1343,2025-09-18 04:22:32,Cancelled,362898.24
423,4027,2025-08-11 06:15:35,Cancelled,240029.04
424,8056,2024-10-18 02:01:29,Returned,663082.5
425,8828,2025-06-06 23:46:24,Completed,434927.86
426,4508,2024-11-22 16:50:49,Completed,340223.01
427,9445,2025-03-27 00:46:52,Completed,852665.0
428,372,2024-11-22 15:08:34,Pending,125654.44
429,9386,2024-07-24 13:17:08,Pending,171655.56
430,2735,2024-01-15 06:44:57,Returned,737460.35
431,1727,2024-03-30 17:40:08,Completed,262363.93
432,7668,2024-02-07 20:58:08,Cancelled,173166.58
433,770,2024-03-05 18:36:57,Completed,686107.56
434,5172,2024-08-30 15:13:46,Completed,940903.66
435,9180,2024-11-11 02:53:53,Returned,916697.53
436,6967,2024-01-25 01:46:29,Completed,700645.4
437,9588,2024-03-11 09:33:39,Completed,598360.26
438,3622,2025-11-19 16:27:41,Returned,546622.42
439,6123,2025-04-25 01:57:51,Completed,294135.74
440,5130,2025-06-09 23:30:54,Pending,276081.27
441,8268,2024-06-04 06:20:14,Cancelled,225737.57
442,339,2025-12-16 13:59:42,Returned,4509.04
443,7614,2025-12-14 11:54:23,Pending,825556.67
444,195,2024-06-11 04:20:06,Returned,12476.34
445,5217,2024-09-10 21:24:25,Completed,113789.16
446,2074,2024-05-24 03:41:51,Pending,424626.99
447,6465,2024-01-06 12:59:52,Completed,874790.12
448,1992,2025-10-21 14:22:27,Completed,560487.25
449,9432,2025-12-27 23:16:50,Completed,322141.33
450,9577,2024-12-03 16:51:53,Completed,995236.71
451,171,2024-05-09 05:34:06,Completed,115571.35
452,8727,2024-05-15 06:22:51,Completed,173008.75
453,9397,2025-09-20 17:17:06,Completed,370746.57
454,5037,2024-10-24 15:40:51,Completed,12097.7
455,5164,2024-02-12 09:02:42,Completed,318960.66
456,1987,2025-06-17 06:41:46,Completed,29133.47
457,6990,2025-03-16 10:31:13,Completed,743686.06
458,9404,2024-06-09 20:01:02,Completed,234183.58
459,8702,2024-03-01 00:15:56,Completed,208917.42
460,8766,2024-10-28 03:57:58,Returned,529961.82
461,1656,2025-07-31 07:01:09,Returned,521280.64
462,8230,2024-08-02 15:07:08,Pending,300545.0
463,2016,2024-04-11 07:49:04,Completed,527868.01
464,4644,2025-08-13 17:21:40,Completed,6894.13
465,1000,2024-10-27 01:41:58,Completed,492628.12
466,4905,2024-11-05 14:35:18,Completed,476816.24
467,7554,2025-10-12 19:12:08,Completed,517923.83
468,6562,2025-12-28 16:40:13,Completed,1131224.52
469,5624,2024-06-25 02:17:04,Pending,418272.93
470,8699,2024-06-28 12:04:05,Completed,110489.64
471,3370,2024-03-31 20:30:16,Completed,568806.42
472,6588,2024-10-21 11:41:06,Completed,381557.71
473,7207,2024-03-14 09:26:21,Completed,143380.76
474,3556,2024-08-15 10:50:23,Pending,553590.23
475,5713,2024-02-10 18:23:20,Cancelled,360186.04
476,9824,2025-12-03 06:22:23,Completed,484430.36
477,9312,2025-03-02 23:47:40,Completed,130652.71
478,3425,2024-05-01 07:05:57,Completed,823082.31
479,3965,2024-05-27 19:28:31,Returned,675191.01
480,989,2024-03-22 20:52:08,Pending,688666.73
481,117,2024-01-07 01:25:57,Pending,721039.4
482,5471,2024-02-19 13:26:28,Cancelled,1189549.22
483,5272,2025-01-04 05:19:44,Returned,798163.76
484,7049,2024-03-07 13:50:43,Completed,195461.57
485,6009,2025-06-20 18:59:46,Pending,66340.43
486,4783,2024-12-14 15:41:37,Completed,530434.24
487,4036,2024-04-04 01:01:07,Completed,1800430.32
488,5478,2025-04-12 15:18:46,Returned,600019.6
489,6322,2025-09-08 16:18:17,Returned,375985.39
490,6154,2025-03-28 02:48:15,Completed,64465.14
491,9582,2024-08-17 05:07:22,Completed,600847.6
492,9308,2024-09-02 18:47:22,Completed,598361.92
493,5851,2024-12-27 06:17:17,Completed,589847.26
494,1896,2025-12-16 13:10:10,Completed,538978.57
495,6224,2025-07-27 14:06:29,Completed,414489.27
496,4033,2024-07-13 05:14:43,Completed,249594.45
497,698,2024-02-05 21:15:08,Pending,299442.85
498,2196,2024-09-16 18:34:58,Returned,508096.91
499,8325,2025-08-15 04:20:53,Completed,812312.51
500,7726,2024-03-26 13:03:00,Completed,604645.61
501,2978,2025-04-13 22:13:06,Completed,138403.38
502,462,2025-06-01 04:51:33,Returned,165550.43
503,2596,2025-05-09 15:33:04,Cancelled,341728.62
504,9741,2025-03-20 19:06:21,Completed,486978.95
505,6197,2024-10-08 03:46:11,Completed,964971.61
506,77,2024-01-23 09:38:30,Completed,70256.95
507,4086,2025-03-06 08:47:34,Completed,165163.69
508,2902,2024-02-27 04:03:19,Cancelled,404176.44
509,1347,2025-04-09 11:50:24,Completed,647631.4
510,4177,2025-11-26 22:24:45,Completed,530725.73
511,1126,2025-07-05 06:43:29,Returned,66033.74
