product_id,product_name,category,subcategory,price,cost
199,Monitors Product 199,Electronics,Monitors,101657.15,86348.79
200,Tablets Product 200,Electronics,Tablets,42971.03,34507.95
201,Kitchen Product 201,Home,Kitchen,37916.8,30427.23
202,Kitchen Product 202,Home,Kitchen,125564.5,78519.23
203,Appliances Product 203,Home,Appliances,708.98,399.32
204,Furniture Product 204,Home,Furniture,115442.78,91104.87
205,Furniture Product 205,Home,Furniture,6097.94,3402.61
206,Appliances Product 206,Home,Appliances,83210.35,48271.42
207,Appliances Product 207,Home,Appliances,41642.65,34686.78
208,Appliances Product 208,Home,Appliances,24532.59,17292.63
209,Furniture Product 209,Home,Furniture,77672.73,61648.91
210,Home Decor Product 210,Home,Home Decor,67329.85,40023.53
211,Furniture Product 211,Home,Furniture,130304.36,75896.36
212,Home Decor Product 212,Home,Home Decor,105734.27,72854.78
213,Kitchen Product 213,Home,Kitchen,76401.95,51386.12
214,Furniture Product 214,Home,Furniture,37201.5,25616.35
215,Kitchen Product 215,Home,Kitchen,50021.25,42049.49
216,Home Decor Product 216,Home,Home Decor,54359.83,38552.44
217,Home Decor Product 217,Home,Home Decor,73957.36,45102.77
218,Appliances Product 218,Home,Appliances,26494.6,20168.2
219,Furniture Product 219,Home,Furniture,2909.21,1979.8
220,Home Decor Product 220,Home,Home Decor,79894.25,56600.02
221,Home Decor Product 221,Home,Home Decor,67188.93,51132.28
222,Home Decor Product 222,Home,Home Decor,74577.27,45594.2
223,Furniture Product 223,Home,Furniture,50264.28,42721.0
224,Kitchen Product 224,Home,Kitchen,91162.31,54421.65
225,Appliances Product 225,Home,Appliances,138318.8,110862.41
226,Appliances Product 226,Home,Appliances,65690.29,39064.31
227,Home Decor Product 227,Home,Home Decor,87896.53,62176.67
228,Kitchen Product 228,Home,Kitchen,105011.74,72720.74
229,Furniture Product 229,Home,Furniture,8919.86,5617.74
230,Appliances Product 230,Home,Appliances,64006.86,41167.96
231,Home Decor Product 231,Home,Home Decor,94137.6,52479.83
232,Furniture Product 232,Home,Furniture,119326.98,67440.42
233,Appliances Product 233,Home,Appliances,100080.52,58776.99
234,Home Decor Product 234,Home,Home Decor,5891.41,4564.12
235,Home Decor Product 235,Home,Home Decor,87959.02,62729.15
236,Furniture Product 236,Home,Furniture,123135.95,88519.51
237,Home Decor Product 237,Home,Home Decor,86253.08,55591.33
238,Furniture Product 238,Home,Furniture,47704.89,28700.99
239,Home Decor Product 239,Home,Home Decor,91700.59,64240.92
240,Home Decor Product 240,Home,Home Decor,97093.63,70818.15
241,Appliances Product 241,Home,Appliances,139410.38,93195.85
242,Appliances Product 242,Home,Appliances,95940.57,71418.93
243,Kitchen Product 243,Home,Kitchen,69648.19,47479.53
244,Furniture Product 244,Home,Furniture,122105.7,81159.55
245,Home Decor Product 245,Home,Home Decor,15577.7,12811.45
246,Furniture Product 246,Home,Furniture,22521.45,15663.37
247,Furniture Product 247,Home,Furniture,72907.7,52588.72
248,Kitchen Product 248,Home,Kitchen,35224.84,21214.46
249,Home Decor Product 249,Home,Home Decor,65702.99,40294.37
250,Home Decor Product 250,Home,Home Decor,87554.73,72109.28
251,Appliances Product 251,Home,Appliances,121109.91,69044.6
252,Home Decor Product 252,Home,Home Decor,25021.87,16995.76
253,Kitchen Product 253,Home,Kitchen,4238.15,2925.09
254,Appliances Product 254,Home,Appliances,123026.12,87614.91
255,Kitchen Product 255,Home,Kitchen,16121.97,10853.67
256,Kitchen Product 256,Home,Kitchen,99215.17,74191.04
257,Home Decor Product 257,Home,Home Decor,14533.18,12051.88
258,Furniture Product 258,Home,Furniture,35511.05,26821.63
259,Appliances Product 259,Home,Appliances,135154.62,110723.27
260,Furniture Product 260,Home,Furniture,146408.89,122801.3
261,Home Decor Product 261,Home,Home Decor,139192.16,97777.66
262,Furniture Product 262,Home,Furniture,145585.08,120605.99
263,Home Decor Product 263,Home,Home Decor,45825.88,27104.73
264,Furniture Product 264,Home,Furniture,67858.31,55240.27
265,Home Decor Product 265,Home,Home Decor,78435.36,60491.99
266,Kitchen Product 266,Home,Kitchen,85791.82,58519.12
267,Home Decor Product 267,Home,Home Decor,65818.88,36428.13
268,Kitchen Product 268,Home,Kitchen,9538.66,5319.79
269,Furniture Product 269,Home,Furniture,62992.5,40696.9
270,Furniture Product 270,Home,Furniture,124372.95,75114.92
271,Kitchen Product 271,Home,Kitchen,57223.41,32934.27
272,Appliances Product 272,Home,Appliances,13998.11,10419.99
273,Furniture Product 273,Home,Furniture,140142.06,98557.63
274,Appliances Product 274,Home,Appliances,101248.77,73620.92
275,Kitchen Product 275,Home,Kitchen,90105.29,61005.1
276,Kitchen Product 276,Home,Kitchen,69664.85,54035.33
277,Appliances Product 277,Home,Appliances,99788.14,56381.06
278,Furniture Product 278,Home,Furniture,88449.6,54732.72
279,Furniture Product 279,Home,Furniture,39020.12,30714.35
280,Appliances Product 280,Home,Appliances,17140.2,11623.54
281,Appliances Product 281,Home,Appliances,134968.17,100240.6
282,Kitchen Product 282,Home,Kitchen,73279.77,55125.27
283,Kitchen Product 283,Home,Kitchen,50196.05,33290.83
284,Furniture Product 284,Home,Furniture,116920.89,80449.97
285,Appliances Product 285,Home,Appliances,27504.27,20408.16
286,Appliances Product 286,Home,Appliances,105391.05,66914.04
287,Appliances Product 287,Home,Appliances,57744.48,36067.0
288,Home Decor Product 288,Home,Home Decor,140352.81,95270.43
289,Home Decor Product 289,Home,Home Decor,68123.05,43852.04
290,Furniture Product 290,Home,Furniture,66758.78,39780.54
291,Home Decor Product 291,Home,Home Decor,15600.79,9246.62
292,Home Decor Product 292,Home,Home Decor,87125.61,54274.67
293,Appliances Product 293,Home,Appliances,41500.02,29631.58
294,Furniture Product 294,Home,Furniture,75529.17,54544.23
295,Kitchen Product 295,Home,Kitchen,40107.96,26873.9
296,Kitchen Product 296,Home,Kitchen,92227.81,75082.69
297,Kitchen Product 297,Home,Kitchen,147756.36,98783.48
298,Kitchen Product 298,Home,Kitchen,148592.1,115287.94
299,Appliances Product 299,Home,Appliances,90410.79,51574.38
300,Furniture Product 300,Home,Furniture,93598.89,53259.92
301,Home Decor Product 301,Home,Home Decor,11355.8,9648.04
302,Furniture Product 302,Home,Furniture,88098.74,68453.3
303,Kitchen Product 303,Home,Kitchen,53854.74,41826.14
304,Kitchen Product 304,Home,Kitchen,149787.27,121618.25
305,Appliances Product 305,Home,Appliances,16461.68,10107.52
306,Appliances Product 306,Home,Appliances,134198.04,87566.73
307,Kitchen Product 307,Home,Kitchen,6855.49,4293.96
308,Furniture Product 308,Home,Furniture,60271.06,47248.15
309,Furniture Product 309,Home,Furniture,136528.46,89848.68
310,Home Decor Product 310,Home,Home Decor,112646.33,78703.47
311,Home Decor Product 311,Home,Home Decor,18948.03,10974.86
312,Home Decor Product 312,Home,Home Decor,97647.78,79281.46
313,Home Decor Product 313,Home,Home Decor,41257.93,32441.5
314,Appliances Product 314,Home,Appliances,60489.09,34415.5
315,Appliances Product 315,Home,Appliances,134517.38,111569.71
316,Furniture Product 316,Home,Furniture,115928.26,68169.66
317,Home Decor Product 317,Home,Home Decor,89303.71,64474.63
318,Furniture Product 318,Home,Furniture,82141.65,68746.63
319,Furniture Product 319,Home,Furniture,129984.92,89496.89
320,Kitchen Product 320,Home,Kitchen,14805.65,8496.75
321,Home Decor Product 321,Home,Home Decor,62230.81,50054.56
322,Furniture Product 322,Home,Furniture,118155.35,94751.18
323,Kitchen Product 323,Home,Kitchen,137891.77,101760.96
324,Home Decor Product 324,Home,Home Decor,82023.48,60282.37
325,Kitchen Product 325,Home,Kitchen,104922.45,76019.55
326,Appliances Product 326,Home,Appliances,46948.88,32958.91
327,Home Decor Product 327,Home,Home Decor,103396.76,83753.41
328,Home Decor Product 328,Home,Home Decor,51240.66,32197.87
329,Home Decor Product 329,Home,Home Decor,120595.82,68111.33
330,Furniture Product 330,Home,Furniture,92170.46,70668.43
331,Kitchen Product 331,Home,Kitchen,9070.64,6859.54
332,Appliances Product 332,Home,Appliances,149204.2,93091.33
333,Appliances Product 333,Home,Appliances,133406.33,75153.99
334,Furniture Product 334,Home,Furniture,10836.43,6215.58
335,Furniture Product 335,Home,Furniture,34292.26,24992.27
336,Appliances Product 336,Home,Appliances,31309.09,20172.96
337,Appliances Product 337,Home,Appliances,146386.88,108953.64
338,Furniture Product 338,Home,Furniture,77345.77,48570.95
339,Home Decor Product 339,Home,Home Decor,90044.23,59761.89
340,Furniture Product 340,Home,Furniture,7658.01,5576.83
341,Home Decor Product 341,Home,Home Decor,121106.94,77461.7
342,Home Decor Product 342,Home,Home Decor,27085.45,17280.39
343,Appliances Product 343,Home,Appliances,149796.41,113054.72
344,Home Decor Product 344,Home,Home Decor,117891.91,91032.36
345,Appliances Product 345,Home,Appliances,64871.6,43667.54
346,Home Decor Product 346,Home,Home Decor,118439.93,74455.99
347,Furniture Product 347,Home,Furniture,123082.65,102086.95
348,Home Decor Product 348,Home,Home Decor,63711.53,42002.22
349,Appliances Product 349,Home,Appliances,51185.54,41856.42
350,Appliances Product 350,Home,Appliances,117442.77,75463.61
351,Home Decor Product 351,Home,Home Decor,144724.25,87946.94
352,Furniture Product 352,Home,Furniture,63945.17,39822.17
353,Home Decor Product 353,Home,Home Decor,38935.85,26138.84
354,Appliances Product 354,Home,Appliances,117556.88,94784.52
355,Kitchen Product 355,Home,Kitchen,115632.58,75271.28
356,Home Decor Product 356,Home,Home Decor,8412.6,5627.58
357,Home Decor Product 357,Home,Home Decor,90666.47,59305.58
358,Furniture Product 358,Home,Furniture,1670.67,1385.95
359,Appliances Product 359,Home,Appliances,24291.54,14721.19
360,Kitchen Product 360,Home,Kitchen,23077.73,13946.18
361,Appliances Product 361,Home,Appliances,64398.84,52446.82
362,Appliances Product 362,Home,Appliances,46799.25,27625.64
363,Home Decor Product 363,Home,Home Decor,92106.99,61439.33
364,Furniture Product 364,Home,Furniture,12136.04,7697.64
365,Furniture Product 365,Home,Furniture,14117.33,11621.61
366,Home Decor Product 366,Home,Home Decor,80151.31,56516.36
367,Appliances Product 367,Home,Appliances,149008.01,82227.95
368,Furniture Product 368,Home,Furniture,16519.67,12003.9
369,Appliances Product 369,Home,Appliances,72335.69,50516.37
370,Kitchen Product 370,Home,Kitchen,29623.81,16996.35
371,Home Decor Product 371,Home,Home Decor,66780.02,52467.6
372,Furniture Product 372,Home,Furniture,139668.51,88264.79
373,Kitchen Product 373,Home,Kitchen,149134.14,100302.34
374,Home Decor Product 374,Home,Home Decor,127955.45,94888.97
375,Appliances Product 375,Home,Appliances,11698.11,8997.41
376,Kitchen Product 376,Home,Kitchen,8304.64,5884.91
377,Kitchen Product 377,Home,Kitchen,110391.74,90007.84
378,Home Decor Product 378,Home,Home Decor,34428.0,22506.13
379,Appliances Product 379,Home,Appliances,129999.84,92259.19
380,Appliances Product 380,Home,Appliances,83249.91,70105.65
381,Kitchen Product 381,Home,Kitchen,55463.82,34909.93
382,Kitchen Product 382,Home,Kitchen,46671.51,27397.19
383,Kitchen Product 383,Home,Kitchen,75668.36,61563.4
384,Home Decor Product 384,Home,Home Decor,119598.31,100939.12
385,Home Decor Product 385,Home,Home Decor,7358.22,5538.87
386,Appliances Product 386,Home,Appliances,38393.36,28635.55
387,Home Decor Product 387,Home,Home Decor,97935.39,63810.96
388,Kitchen Product 388,Home,Kitchen,130519.59,104892.46
389,Furniture Product 389,Home,Furniture,16977.13,14147.71
390,Kitchen Product 390,Home,Kitchen,140217.82,118542.62
391,Home Decor Product 391,Home,Home Decor,115531.71,84850.3
392,Appliances Product 392,Home,Appliances,102421.16,75406.25
393,Furniture Product 393,Home,Furniture,67777.29,55601.18
394,Appliances Product 394,Home,Appliances,114694.34,71439.53
395,Home Decor Product 395,Home,Home Decor,96866.22,72994.07
396,Kitchen Product 396,Home,Kitchen,73546.0,41127.77
397,Appliances Product 397,Home,Appliances,102856.92,81863.24
398,Appliances Product 398,Home,Appliances,53238.44,29482.63
399,Furniture Product 399,Home,Furniture,120239.06,68558.08
400,Appliances Product 400,Home,Appliances,144358.73,115199.78
401,Footwear Product 401,Fashion,Footwear,49544.01,36692.42
402,Men Clothing Product 402,Fashion,Men Clothing,58175.97,49350.62
403,Women Clothing Product 403,Fashion,Women Clothing,48952.46,34932.26
404,Women Clothing Product 404,Fashion,Women Clothing,40234.77,32917.61
405,Footwear Product 405,Fashion,Footwear,127211.24,103591.8
406,Men Clothing Product 406,Fashion,Men Clothing,5653.86,4671.5
407,Men Clothing Product 407,Fashion,Men Clothing,77350.92,59138.38
408,Accessories Product 408,Fashion,Accessories,66249.08,46476.84
409,Men Clothing Product 409,Fashion,Men Clothing,126431.26,82635.74
410,Women Clothing Product 410,Fashion,Women Clothing,42044.46,26333.2
411,Footwear Product 411,Fashion,Footwear,39469.42,26770.1
412,Women Clothing Product 412,Fashion,Women Clothing,122971.55,100062.25
413,Men Clothing Product 413,Fashion,Men Clothing,71424.18,52558.36
414,Accessories Product 414,Fashion,Accessories,105775.15,75707.65
415,Men Clothing Product 415,Fashion,Men Clothing,96375.51,71826.09
416,Footwear Product 416,Fashion,Footwear,36366.26,26501.07
417,Women Clothing Product 417,Fashion,Women Clothing,80633.64,67579.34
418,Footwear Product 418,Fashion,Footwear,131157.78,101070.49
419,Accessories Product 419,Fashion,Accessories,148229.35,104992.05
420,Women Clothing Product 420,Fashion,Women Clothing,132754.44,103455.57
421,Men Clothing Product 421,Fashion,Men Clothing,46119.44,38997.91
422,Accessories Product 422,Fashion,Accessories,86942.64,51283.42
423,Accessories Product 423,Fashion,Accessories,15966.72,12804.09
424,Women Clothing Product 424,Fashion,Women Clothing,38292.83,23732.57
425,Men Clothing Product 425,Fashion,Men Clothing,129318.63,109396.93
426,Accessories Product 426,Fashion,Accessories,106657.75,64262.24
427,Women Clothing Product 427,Fashion,Women Clothing,135712.42,108501.06
428,Women Clothing Product 428,Fashion,Women Clothing,88981.22,53283.75
429,Women Clothing Product 429,Fashion,Women Clothing,35968.59,28332.63
430,Women Clothing Product 430,Fashion,Women Clothing,146375.15,123774.7
431,Accessories Product 431,Fashion,Accessories,4803.51,3967.63
432,Women Clothing Product 432,Fashion,Women Clothing,141572.11,101928.29
433,Women Clothing Product 433,Fashion,Women Clothing,77707.04,54737.24
434,Men Clothing Product 434,Fashion,Men Clothing,106840.1,76616.51
435,Women Clothing Product 435,Fashion,Women Clothing,25417.15,14903.04
436,Men Clothing Product 436,Fashion,Men Clothing,2530.95,1566.67
437,Men Clothing Product 437,Fashion,Men Clothing,2736.73,2073.07
438,Accessories Product 438,Fashion,Accessories,69357.98,46041.26
439,Men Clothing Product 439,Fashion,Men Clothing,136533.1,95897.7
440,Accessories Product 440,Fashion,Accessories,107315.43,62941.66
441,Men Clothing Product 441,Fashion,Men Clothing,122729.13,74472.68
442,Accessories Product 442,Fashion,Accessories,119589.88,76134.41
443,Women Clothing Product 443,Fashion,Women Clothing,134691.84,85772.96
444,Footwear Product 444,Fashion,Footwear,97586.38,72442.86
445,Men Clothing Product 445,Fashion,Men Clothing,88568.01,68776.17
446,Accessories Product 446,Fashion,Accessories,41671.63,32708.54
447,Women Clothing Product 447,Fashion,Women Clothing,29489.62,18955.9
448,Footwear Product 448,Fashion,Footwear,124859.01,98267.99
449,Men Clothing Product 449,Fashion,Men Clothing,846.39,651.72
