order_item_id,order_id,product_id,quantity,unit_price,discount
90,31,470,2,54644.3,1.65
91,31,663,1,37416.84,0.11
92,32,688,3,98804.85,17.12
93,32,26,4,55060.89,6.19
94,32,901,4,126268.42,6.24
95,32,817,2,5739.45,14.31
96,33,848,1,69562.08,14.83
97,33,457,4,137446.14,1.8
98,33,102,3,103216.18,6.1
99,33,287,2,57744.48,4.38
100,33,888,1,5312.78,4.96
101,34,961,1,131618.2,13.56
102,34,305,1,16461.68,6.25
103,34,290,2,66758.78,17.74
104,35,448,1,124859.01,17.08
105,35,758,1,117678.73,20.94
106,35,253,2,4238.15,10.18
107,35,102,4,103216.18,9.12
108,36,24,4,15602.44,14.97
109,36,444,1,97586.38,20.29
110,37,571,2,143621.68,17.7
111,37,264,4,67858.31,5.64
112,38,535,3,148462.05,11.08
113,39,946,2,68325.87,7.75
114,40,701,2,88147.93,11.16
115,40,919,3,110287.0,17.14
116,40,937,3,57976.02,1.31
117,40,151,3,59853.58,12.15
118,41,947,2,43914.8,22.08
119,41,931,1,138871.2,12.63
120,41,493,2,126731.24,13.58
121,41,601,3,125887.86,2.61
122,42,952,3,135825.81,13.68
123,42,586,3,149418.55,12.33
124,42,284,2,116920.89,22.95
125,42,900,4,28492.05,16.35
126,42,424,4,38292.83,6.43
127,43,423,1,15966.72,3.68
128,43,574,1,131779.55,18.51
129,44,223,1,50264.28,7.95
130,44,688,1,98804.85,8.23
131,44,78,2,107988.31,12.45
132,44,916,2,37593.78,1.77
133,45,233,3,100080.52,3.66
134,45,832,2,21299.98,9.6
135,46,394,3,114694.34,20.48
136,46,665,2,22880.11,0.31
137,46,622,3,10408.52,0.46
138,46,425,4,129318.63,4.71
139,47,383,4,75668.36,11.22
140,47,350,1,117442.77,6.61
141,47,684,4,40203.29,14.11
142,47,625,1,16230.48,23.05
143,47,749,1,63985.77,8.03
144,48,817,2,5739.45,1.42
145,49,314,4,60489.09,6.58
146,49,302,2,88098.74,23.26
147,49,415,4,96375.51,21.93
148,49,132,4,77938.01,23.71
149,50,582,4,85538.35,19.43
150,50,805,1,49693.26,19.91
151,50,237,4,86253.08,7.86
152,50,312,1,97647.78,11.34
153,50,732,2,39186.31,18.96
154,51,666,1,140851.23,5.97
155,51,997,2,58602.67,5.54
156,51,426,1,106657.75,4.72
157,51,205,1,6097.94,16.23
158,51,110,4,82733.64,0.57
159,52,151,4,59853.58,7.81
160,52,395,1,96866.22,5.36
161,52,348,4,63711.53,13.52
162,52,31,1,18260.67,18.24
163,53,461,4,115932.16,4.67
164,53,165,1,26667.73,3.15
165,53,162,1,57228.46,11.26
166,53,365,4,14117.33,19.23
167,53,695,3,121394.85,3.77
168,54,191,1,51555.83,19.27
169,54,331,4,9070.64,6.53
170,54,66,4,132408.75,23.69
171,54,409,4,126431.26,23.21
172,55,358,2,1670.67,19.99
173,55,284,4,116920.89,14.89
174,56,690,3,120808.19,22.99
175,56,315,1,134517.38,22.11
176,56,733,1,7576.83,23.2
177,56,536,4,139663.06,13.06
178,56,16,1,129983.93,20.92
179,57,974,4,2925.27,4.81
180,57,36,2,13175.72,5.22
181,57,620,2,28600.06,3.33
182,57,495,2,9786.39,8.74
183,58,798,2,99696.34,18.68
184,58,160,3,138844.8,19.75
185,58,756,3,26648.74,7.37
186,59,188,1,64853.92,13.04
187,59,295,4,40107.96,6.09
188,60,206,2,83210.35,23.96
189,60,102,4,103216.18,13.71
190,60,445,2,88568.01,11.84
191,60,561,1,12117.3,24.55
192,60,770,4,118250.46,22.74
193,61,947,2,43914.8,1.69
194,61,43,2,127778.43,10.55
195,61,748,1,99486.44,23.63
196,62,576,2,143325.14,20.38
197,63,751,4,115455.14,6.78
198,64,822,3,97417.63,7.12
199,64,497,1,26000.06,9.53
200,65,709,3,86031.17,4.22
201,65,565,4,5089.0,4.55
202,65,242,3,95940.57,17.97
203,65,668,3,145335.2,1.92
204,65,313,3,41257.93,20.19
205,66,411,4,39469.42,2.53
206,66,357,1,90666.47,13.82
207,66,490,2,56115.41,13.01
208,67,242,1,95940.57,9.41
209,67,266,3,85791.82,8.15
210,67,439,3,136533.1,24.77
211,67,583,4,59848.18,18.69
212,67,52,2,83803.38,20.44
213,68,157,2,92740.94,10.52
214,68,334,3,10836.43,14.43
215,68,936,2,120458.87,9.52
216,69,708,1,51685.66,23.34
217,70,138,4,35672.21,13.7
218,70,349,2,51185.54,15.77
219,70,46,1,5568.27,4.21
220,70,439,3,136533.1,3.11
221,71,235,4,87959.02,4.81
222,71,325,2,104922.45,5.26
223,71,660,3,70610.57,4.55
224,71,212,1,105734.27,23.56
225,72,992,3,76850.86,12.33
226,73,986,3,14835.28,15.05
227,73,630,2,112636.74,22.34
228,73,670,1,57659.76,13.58
229,73,262,4,145585.08,21.01
230,74,43,1,127778.43,14.33
231,74,958,3,136343.11,4.11
232,75,392,1,102421.16,6.37
233,75,194,3,5147.73,15.81
234,76,372,2,139668.51,4.55
235,77,383,1,75668.36,21.16
236,77,872,4,1821.05,12.43
237,77,331,4,9070.64,12.34
238,78,448,3,124859.01,18.09
239,79,61,1,63468.1,19.5
240,79,794,1,115893.88,15.67
241,79,282,1,73279.77,22.64
242,79,167,2,21349.5,3.09
243,79,787,2,8856.84,5.26
244,80,540,4,49827.99,5.97
245,80,436,4,2530.95,13.81
246,80,209,2,77672.73,2.16
247,81,723,1,68084.94,7.56
248,81,534,3,67336.36,23.81
249,81,829,4,121190.87,9.47
250,82,869,1,29149.64,16.54
251,82,284,2,116920.89,22.22
252,82,376,4,8304.64,22.21
253,82,479,1,69247.43,22.35
254,83,698,3,55658.3,2.56
255,83,11,4,59158.05,5.56
256,83,264,3,67858.31,24.1
257,83,45,1,42736.78,17.84
258,83,381,3,55463.82,22.56
259,84,370,3,29623.81,21.14
260,84,223,4,50264.28,4.31
261,85,145,2,112466.96,22.71
262,85,158,4,108533.0,16.33
263,85,534,4,67336.36,3.06
264,85,526,3,5617.59,20.67
265,86,674,3,98507.25,6.15
266,86,870,4,55770.44,15.12
267,86,392,3,102421.16,22.34
268,86,419,1,148229.35,19.88
269,86,615,3,11937.33,11.64
270,87,609,3,48694.66,15.29
271,87,313,4,41257.93,11.49
272,87,236,4,123135.95,16.07
273,88,69,4,119957.02,4.93
274,88,682,1,32701.39,16.29
275,88,373,1,149134.14,20.07
276,88,188,4,64853.92,3.47
277,89,966,4,91927.99,2.2
278,89,451,2,825.19,8.14
279,89,146,4,45627.76,14.82
280,89,989,3,105744.56,20.78
281,90,717,4,40074.55,12.13
282,90,747,4,10137.17,8.35
283,90,69,4,119957.02,18.54
284,90,173,2,121626.55,2.97
285,91,903,3,142103.2,15.13
286,91,29,1,116018.59,0.16
287,91,487,2,8293.17,16.77
288,92,149,1,12672.38,18.08
289,92,45,2,42736.78,5.53
290,92,940,1,67870.02,21.89
291,92,182,4,133248.91,2.77
292,93,516,3,131625.31,14.03
293,94,393,3,67777.29,9.85
294,95,236,3,123135.95,5.02
295,95,713,4,59742.11,13.2
296,96,720,2,118957.99,16.62
297,96,204,1,115442.78,17.49
298,96,44,4,40083.44,19.72
299,97,143,1,3719.23,4.96
300,97,225,4,138318.8,12.29
301,97,442,1,119589.88,15.48
302,97,301,1,11355.8,24.76
303,98,716,3,36167.72,7.94
304,98,464,3,83227.98,17.33
305,98,340,1,7658.01,7.32
306,98,980,4,47575.95,19.32
307,98,846,4,89156.6,5.47
308,99,368,4,16519.67,8.73
309,100,341,2,121106.94,9.27
310,100,916,1,37593.78,6.95
311,100,965,3,114963.5,3.31
312,100,183,1,21384.62,11.61
313,100,403,4,48952.46,11.79
314,101,399,2,120239.06,0.43
315,101,75,4,93108.35,16.29
316,101,252,1,25021.87,14.8
317,101,2,4,47942.6,10.99
318,102,95,3,57022.77,3.59
319,102,814,2,85864.57,6.66
320,103,614,2,68798.7,23.95
321,103,203,1,708.98,17.95
322,103,64,3,136599.87,7.35
323,103,394,2,114694.34,12.92
324,103,577,2,132110.87,14.02
325,104,713,3,59742.11,5.28
326,104,556,1,104885.3,22.25
327,104,190,2,79797.77,21.65
328,105,727,2,137986.96,10.12
329,106,214,3,37201.5,22.36
330,107,186,3,9328.25,21.39
331,107,330,3,92170.46,12.79
332,107,655,1,107372.52,20.63
333,108,194,2,5147.73,9.75
334,109,497,3,26000.06,12.02
335,109,221,4,67188.93,16.37
336,109,988,4,6828.33,15.75
337,110,217,1,73957.36,4.36
338,110,913,3,54970.46,9.34
339,110,962,2,75479.84,11.24
340,111,782,3,142856.92,7.56
341,111,204,1,115442.78,2.89
342,111,392,1,102421.16,5.69
343,111,404,1,40234.77,24.88
344,111,186,3,9328.25,24.05
345,112,932,4,96080.87,22.86
346,112,502,4,24389.39,13.63
347,112,30,4,33863.74,24.3
348,112,292,1,87125.61,11.39
349,112,96,1,49017.51,13.1
350,113,352,4,63945.17,5.75
351,113,974,1,2925.27,7.53
352,113,987,2,33688.38,7.92
353,113,601,4,125887.86,5.03
354,114,355,1,115632.58,2.0
355,114,947,3,43914.8,20.03
356,115,91,4,60782.6,11.13
357,115,357,2,90666.47,15.97
358,115,747,3,10137.17,5.4
359,116,935,2,27227.84,4.07
360,117,374,2,127955.45,18.73
361,117,974,2,2925.27,22.45
362,117,657,1,91782.46,22.13
363,117,531,3,50808.05,7.13
364,118,196,3,143501.38,8.48
365,118,189,1,62027.47,12.9
366,118,567,1,126725.36,8.25
367,118,619,2,107140.03,11.8
368,118,800,3,109655.49,16.2
369,119,157,3,92740.94,15.88
370,119,177,2,34560.83,19.75
371,120,279,3,39020.12,10.83
372,120,423,1,15966.72,24.49
373,120,63,1,26912.93,19.87
374,120,14,1,102623.78,20.14
375,121,964,4,1845.56,8.58
376,121,517,1,84397.62,17.12
377,121,390,4,140217.82,22.41
378,121,519,3,62156.69,17.98
379,121,594,4,38489.05,4.54
380,122,406,2,5653.86,18.65
381,122,229,1,8919.86,14.73
382,122,2,4,47942.6,15.83
383,122,558,2,27581.46,15.75
384,122,128,4,20467.03,3.06
385,123,827,4,24033.37,5.29
386,123,965,4,114963.5,4.6
387,124,12,1,21311.02,7.31
388,124,832,3,21299.98,0.71
389,125,42,1,14877.47,11.4
390,125,526,4,5617.59,8.5
391,125,352,1,63945.17,16.41
392,125,811,4,100099.53,1.94
393,126,497,4,26000.06,14.47
394,126,654,3,102422.64,6.05
395,127,444,1,97586.38,19.41
396,127,93,4,72167.91,13.74
397,127,626,2,31951.97,19.47
398,127,206,2,83210.35,10.32
399,127,702,4,108345.33,17.51
400,128,883,2,83016.81,18.27
401,129,588,1,85670.32,15.58
402,129,371,2,66780.02,3.97
403,129,583,3,59848.18,2.82
404,129,504,1,11151.45,16.87
405,130,235,4,87959.02,17.24
406,130,801,1,54421.36,2.35
407,130,777,3,138479.52,20.43
408,131,251,4,121109.91,23.55
409,132,253,2,4238.15,16.61
410,132,285,1,27504.27,23.1
411,133,309,1,136528.46,0.46
412,133,223,4,50264.28,3.23
413,133,556,2,104885.3,5.24
414,134,713,1,59742.11,7.08
415,134,922,3,7286.01,10.83
416,134,456,3,40520.28,15.02
417,135,158,1,108533.0,6.29
418,135,438,1,69357.98,12.05
419,136,747,1,10137.17,2.36
420,136,284,4,116920.89,2.49
421,136,755,2,52854.34,10.99
422,137,755,1,52854.34,8.29
423,137,735,4,103817.7,3.23
424,138,449,4,846.39,19.57
425,139,964,2,1845.56,24.18
426,139,336,1,31309.09,14.19
427,140,361,4,64398.84,14.96
428,140,588,2,85670.32,14.19
429,140,299,3,90410.79,0.2
430,140,660,1,70610.57,23.18
431,140,875,4,123497.19,6.02
432,141,940,4,67870.02,1.99
433,141,990,4,26764.0,18.47
434,141,875,3,123497.19,1.27
435,141,364,4,12136.04,17.29
436,142,601,1,125887.86,21.23
437,142,699,3,137445.8,4.95
438,142,75,1,93108.35,24.23
439,142,780,3,31710.08,14.43
440,142,873,4,127284.01,4.79
441,143,918,3,12012.81,18.73
442,143,234,1,5891.41,16.16
443,143,810,1,38267.05,18.38
444,144,162,1,57228.46,16.0
445,144,773,1,59644.93,20.39
446,144,957,4,88788.06,23.2
447,144,596,4,27810.41,1.97
448,144,384,1,119598.31,18.33
449,145,370,2,29623.81,14.34
450,145,39,1,16351.17,19.66
451,145,291,1,15600.79,7.56
452,145,647,3,41766.63,4.17
453,146,328,2,51240.66,24.11
454,146,120,4,134022.8,20.71
455,146,982,4,96969.16,24.66
456,146,129,2,82332.53,5.17
457,146,56,3,76113.98,10.59
458,147,442,3,119589.88,16.08
459,147,581,1,5278.67,24.94
460,148,982,3,96969.16,8.67
461,148,289,2,68123.05,7.44
462,148,148,2,136774.67,17.74
463,149,797,3,99266.44,2.05
464,149,871,4,128913.78,12.6
465,150,776,4,100033.23,3.59
466,151,444,4,97586.38,5.48
467,151,8,3,25437.57,0.43
468,151,30,1,33863.74,22.14
469,152,944,3,147383.28,1.98
470,153,777,3,138479.52,2.92
471,154,585,2,71781.85,2.12
472,155,325,1,104922.45,2.32
473,155,16,3,129983.93,12.62
474,155,319,2,129984.92,3.44
475,156,321,3,62230.81,11.66
476,156,517,4,84397.62,21.09
477,157,577,1,132110.87,24.33
478,157,571,1,143621.68,15.23
479,158,432,2,141572.11,12.75
480,158,29,3,116018.59,23.3
481,158,353,4,38935.85,3.68
482,159,658,2,102662.91,18.66
483,159,531,4,50808.05,10.21
484,159,80,1,126940.7,19.36
485,160,34,4,7319.41,3.88
486,160,53,3,24669.59,21.41
487,160,632,3,10355.16,22.41
488,160,671,2,12891.67,2.36
489,160,803,2,55432.63,21.21
490,161,108,3,119970.62,9.24
491,161,880,2,144587.2,2.67
492,162,675,1,58909.98,6.71
493,162,268,4,9538.66,12.56
494,162,682,3,32701.39,22.71
495,163,904,4,63492.01,4.04
496,163,912,1,100648.03,7.2
497,163,467,2,71030.02,16.14
498,163,334,2,10836.43,11.41
499,164,394,4,114694.34,10.15
500,165,324,2,82023.48,20.33
501,165,750,1,145158.63,1.41
502,165,839,1,36866.31,4.15
503,165,345,3,64871.6,23.03
504,166,254,3,123026.12,15.95
505,166,841,1,146265.21,16.82
506,166,191,1,51555.83,13.63
507,166,220,4,79894.25,8.14
508,166,400,1,144358.73,11.67
509,167,945,1,100540.56,11.84
510,167,6,3,57326.6,20.89
511,167,567,4,126725.36,10.27
512,167,746,1,128493.33,5.64
513,168,25,2,16199.73,20.3
514,168,746,4,128493.33,3.64
515,169,88,3,78082.71,0.34
516,169,195,4,92535.74,6.59
517,170,691,3,142101.03,13.33
518,170,26,4,55060.89,0.3
519,171,716,2,36167.72,18.57
520,172,243,2,69648.19,1.25
521,173,479,3,69247.43,2.66
522,173,681,3,13542.41,15.26
523,173,90,2,51947.56,11.98
524,174,377,2,110391.74,20.9
525,174,83,4,106222.6,24.41
526,175,590,4,73769.24,8.7
527,175,627,4,109630.4,13.66
528,176,519,4,62156.69,4.94
529,176,348,2,63711.53,9.22
530,177,229,3,8919.86,0.94
531,177,897,3,23202.7,4.8
532,178,820,2,20038.19,10.52
533,178,593,2,74136.57,10.87
534,178,935,4,27227.84,8.3
535,178,661,2,129131.91,20.76
536,178,9,2,116823.35,23.8
537,179,58,1,20991.39,10.32
538,180,557,2,149732.17,0.36
539,180,73,1,42801.25,0.26
540,180,486,2,50339.83,21.64
541,180,501,2,1057.01,12.89
542,180,135,2,95722.84,2.14
543,181,974,1,2925.27,21.8
544,182,876,3,16263.42,10.88
545,182,474,3,68346.45,23.36
546,182,300,3,93598.89,12.24
547,182,486,1,50339.83,6.17
548,182,158,1,108533.0,20.14
549,183,940,4,67870.02,2.66
550,183,20,2,26931.42,12.62
551,184,283,4,50196.05,15.97
552,184,587,4,107583.47,15.64
553,185,398,3,53238.44,24.2
554,186,219,4,2909.21,12.7
555,186,118,2,129855.35,23.66
556,186,191,4,51555.83,13.18
557,186,207,1,41642.65,16.1
558,186,33,1,137107.9,16.84
559,187,352,4,63945.17,1.03
560,187,182,4,133248.91,20.65
561,188,144,2,25371.77,9.76
562,189,696,4,106048.95,17.31
563,190,750,3,145158.63,13.76
564,190,178,3,41536.65,2.05
565,190,257,3,14533.18,18.59
566,191,188,3,64853.92,4.12
567,191,232,4,119326.98,20.68
568,191,65,2,147812.3,5.74
569,191,206,1,83210.35,11.01
570,191,897,2,23202.7,11.66
571,192,219,3,2909.21,11.64
572,192,318,4,82141.65,7.43
573,192,512,2,8270.04,4.83
574,193,363,3,92106.99,16.18
575,194,132,1,77938.01,3.92
576,195,533,2,146858.34,8.33
577,195,923,3,10494.78,9.84
578,196,61,4,63468.1,0.32
579,197,916,3,37593.78,1.24
580,198,395,4,96866.22,14.81
581,198,508,1,91679.64,3.41
582,199,692,1,133377.82,20.06
583,199,825,1,49523.71,15.88
584,199,458,2,106431.13,2.43
585,200,729,1,14129.0,9.87
586,200,795,1,22530.02,12.28
587,200,381,1,55463.82,24.15
588,200,917,4,41915.7,11.24
589,201,341,1,121106.94,10.06
590,201,88,3,78082.71,17.45
591,201,304,3,149787.27,7.92
592,201,207,4,41642.65,20.55
593,201,730,4,47954.85,8.77
594,202,964,4,1845.56,24.15
595,202,576,4,143325.14,2.18
596,202,125,4,32371.31,4.13
597,203,364,4,12136.04,10.22
598,204,956,3,56719.56,6.78
599,204,439,2,136533.1,1.46
600,204,184,1,63542.23,16.75
601,204,467,3,71030.02,13.98
602,204,610,4,13432.71,1.92
603,205,484,1,141012.82,6.73
604,205,758,2,117678.73,16.65
605,206,392,3,102421.16,2.55
606,206,848,4,69562.08,11.9
607,206,824,3,30691.39,7.25
608,206,690,3,120808.19,0.89
609,206,930,2,123778.59,9.51
610,207,860,1,39790.01,2.5
611,207,42,1,14877.47,20.59
612,207,472,1,19237.68,1.64
613,207,325,2,104922.45,18.6
614,208,220,3,79894.25,18.18
615,208,665,2,22880.11,0.8
616,208,451,2,825.19,20.3
617,208,40,4,93021.12,3.22
618,208,154,1,8309.47,7.46
619,209,596,3,27810.41,6.87
620,209,656,2,68700.63,23.58
621,209,355,4,115632.58,7.94
622,209,55,4,62587.64,19.56
623,209,59,2,50791.61,1.17
624,210,113,2,30717.02,3.67
625,211,901,4,126268.42,2.01
626,211,139,2,122256.51,3.79
627,212,63,4,26912.93,9.63
628,212,783,1,95320.64,3.47
629,212,961,4,131618.2,20.7
630,212,318,1,82141.65,21.25
631,212,838,3,128727.77,9.85
632,213,104,1,143516.64,24.16
633,213,735,2,103817.7,10.44
634,213,950,2,110362.23,22.66
635,213,483,1,42265.53,6.78
636,214,478,4,54372.68,21.76
637,214,753,1,74308.26,4.22
638,214,289,4,68123.05,3.06
639,214,734,3,130493.14,13.03
640,215,566,4,15253.99,1.79
641,216,313,4,41257.93,1.71
642,216,898,4,97100.98,15.7
643,217,879,4,28790.09,21.74
644,217,464,4,83227.98,20.84
645,218,815,3,135918.76,22.99
646,218,600,4,85826.26,5.44
647,218,792,4,41584.22,16.48
648,219,361,1,64398.84,11.97
649,219,708,4,51685.66,4.88
650,219,607,1,143665.86,1.73
651,219,124,2,114033.92,16.05
652,220,725,2,4789.15,6.85
653,220,554,2,25478.06,16.5
654,221,517,4,84397.62,5.28
655,221,396,1,73546.0,12.9
656,221,168,4,86591.5,15.22
657,222,243,1,69648.19,16.93
658,222,917,4,41915.7,5.96
659,222,131,4,121681.68,19.68
660,222,117,2,141302.18,24.75
661,223,317,3,89303.71,21.98
662,223,801,4,54421.36,24.75
663,223,251,1,121109.91,12.04
664,224,261,2,139192.16,1.12
665,224,59,3,50791.61,11.63
666,224,404,4,40234.77,7.73
667,224,136,4,119864.2,19.14
668,224,449,2,846.39,7.12
669,225,165,4,26667.73,6.98
670,225,168,2,86591.5,13.42
671,225,292,2,87125.61,4.27
672,225,726,2,74503.66,2.5
673,226,917,3,41915.7,22.73
674,226,8,1,25437.57,0.15
675,227,971,3,62292.99,23.95
676,227,67,4,56063.79,24.09
677,227,167,2,21349.5,8.23
678,228,305,3,16461.68,4.9
679,229,51,3,19727.45,3.98
680,229,241,1,139410.38,5.34
681,229,775,2,106001.22,0.15
682,230,646,2,19398.83,9.53
683,230,986,2,14835.28,9.99
684,230,759,2,144964.12,19.19
685,230,79,3,22710.79,22.98
686,231,302,1,88098.74,3.74
687,231,558,1,27581.46,14.06
688,232,277,2,99788.14,9.3
689,232,966,2,91927.99,10.33
690,232,91,2,60782.6,12.72
691,233,95,1,57022.77,0.8
692,233,18,1,39331.04,18.2
693,233,562,4,129464.7,9.77
694,233,362,4,46799.25,14.88
695,233,44,1,40083.44,1.29
696,234,39,4,16351.17,18.62
697,234,193,1,33508.99,2.92
698,234,104,4,143516.64,16.38
699,235,977,2,22891.13,3.83
700,235,500,2,133147.4,12.84
701,235,954,3,24783.4,7.42
702,235,575,4,9942.1,10.28
703,235,765,3,117344.25,11.6
704,236,493,1,126731.24,17.26
705,236,321,4,62230.81,23.01
706,236,887,3,28816.91,6.32
707,236,999,1,119253.49,14.6
708,237,306,3,134198.04,1.3
709,237,183,4,21384.62,10.54
710,237,507,3,13992.58,7.19
711,238,922,4,7286.01,3.04
712,239,48,3,104503.01,18.78
713,239,526,2,5617.59,3.54
714,240,908,2,2731.38,18.32
715,241,702,3,108345.33,3.43
716,241,444,1,97586.38,12.72
717,241,463,4,64655.51,19.08
718,241,213,2,76401.95,3.46
719,242,112,3,118465.95,16.76
720,242,963,1,2058.01,18.55
721,242,516,3,131625.31,18.42
722,242,139,4,122256.51,23.62
723,242,307,3,6855.49,5.86
724,243,170,2,2862.1,9.82
725,244,509,1,147163.92,10.57
726,244,871,3,128913.78,0.7
727,244,695,2,121394.85,12.37
728,244,223,3,50264.28,7.13
729,245,764,4,103771.13,17.31
730,246,140,4,48313.9,22.88
731,246,230,1,64006.86,24.11
732,246,595,4,43094.6,0.57
733,247,754,3,30009.38,8.84
734,247,177,1,34560.83,2.92
735,247,524,4,146617.41,1.07
736,248,81,1,137910.39,17.36
737,248,679,2,28708.98,24.85
738,248,689,2,39771.36,14.52
739,248,269,1,62992.5,15.72
740,248,566,4,15253.99,1.02
741,249,646,3,19398.83,23.15
742,249,936,2,120458.87,24.95
743,249,102,3,103216.18,1.33
744,250,551,4,14484.78,17.4
745,250,73,4,42801.25,24.68
746,250,536,3,139663.06,5.29
747,250,70,4,31489.09,2.39
748,250,288,3,140352.81,24.35
749,251,749,2,63985.77,5.73
750,251,269,3,62992.5,5.2
751,251,815,3,135918.76,1.77
752,251,991,2,117382.01,24.78
753,252,850,3,92228.0,23.33
754,252,660,4,70610.57,18.46
755,252,106,3,136473.34,0.69
756,253,172,3,108319.66,16.09
757,253,601,2,125887.86,1.48
758,254,964,2,1845.56,0.22
759,254,659,3,62531.87,12.96
760,255,539,3,61062.06,16.65
761,255,459,3,148021.2,4.75
762,256,572,2,115997.34,2.95
763,256,988,1,6828.33,22.76
764,256,400,3,144358.73,1.99
765,257,876,4,16263.42,24.63
766,257,41,1,71535.59,14.1
767,257,743,4,3980.62,20.87
768,257,490,3,56115.41,23.69
769,257,120,1,134022.8,24.46
770,258,183,2,21384.62,7.37
771,258,999,2,119253.49,8.34
772,259,517,4,84397.62,2.93
773,259,817,3,5739.45,16.07
774,260,335,3,34292.26,23.2
775,260,67,4,56063.79,3.79
776,260,472,1,19237.68,16.12
777,260,210,4,67329.85,23.12
778,261,585,3,71781.85,20.23
779,262,270,3,124372.95,4.11
780,262,531,3,50808.05,13.09
781,263,467,1,71030.02,13.49
782,263,747,3,10137.17,20.68
783,263,710,1,76354.42,17.15
784,264,294,3,75529.17,12.2
785,264,732,3,39186.31,5.28
786,265,704,3,65656.94,17.37
787,266,656,2,68700.63,8.2
788,266,820,2,20038.19,6.4
789,266,197,3,55474.35,15.29
790,266,334,3,10836.43,16.52
791,267,471,1,134549.79,3.34
792,267,561,4,12117.3,0.19
793,267,395,2,96866.22,6.37
794,267,653,2,61251.55,21.51
795,267,953,2,37691.07,9.22
796,268,845,4,48368.1,17.85
797,268,282,4,73279.77,11.85
798,269,406,4,5653.86,17.94
799,270,233,1,100080.52,12.39
800,270,2,2,47942.6,2.89
801,270,249,1,65702.99,10.64
802,270,981,3,35118.93,18.32
803,271,175,4,89551.55,1.68
804,271,69,4,119957.02,10.84
805,271,426,1,106657.75,24.19
806,272,645,3,101067.0,1.42
807,273,742,2,122349.08,10.83
808,273,814,4,85864.57,16.99
809,273,193,4,33508.99,9.9
810,273,790,2,129714.64,9.79
811,273,953,1,37691.07,12.69
812,274,989,2,105744.56,15.69
813,274,346,4,118439.93,21.85
814,274,711,1,114134.55,5.18
815,274,338,3,77345.77,14.01
816,274,563,3,145001.88,5.21
817,275,509,2,147163.92,7.15
818,275,645,4,101067.0,7.74
819,275,583,3,59848.18,12.41
820,275,492,3,732.06,24.02
